ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Price Prediction
6532,,,,,,,,,8.630697697445552
6533,,,,,,,,,7.8816511857370015
6534,,,,,,,,,8.814153202950568
6535,,,,,,,,,7.713423533391613
6536,,,,,,,,,9.063118760182268
6537,,,,,,,,,7.832193826134858
6538,,,,,,,,,8.955649165372726
6539,,,,,,,,,9.487876225459573
6540,,,,,,,,,9.47918797937695
6541,,,,,,,,,8.849542229398619
6542,,,,,,,,,8.858121501564641
6543,,,,,,,,,9.196590967693554
6544,,,,,,,,,8.547866036329234
6545,,,,,,,,,8.657318548049721
6546,,,,,,,,,8.436103868068118
6547,,,,,,,,,9.769684341449585
6548,,,,,,,,,8.42101789715369
6549,,,,,,,,,10.126867049611288
6550,,,,,,,,,9.33155390232034
6551,,,,,,,,,9.676498220100122
6552,,,,,,,,,8.668305205066748
6553,,,,,,,,,8.880190355317918
6554,,,,,,,,,8.713970790433947
6555,,,,,,,,,9.37608311982468
6556,,,,,,,,,9.957016989038044
6557,,,,,,,,,10.058280014529704
6558,,,,,,,,,9.211775685626286
6559,,,,,,,,,8.569455473714674
6560,,,,,,,,,9.757215352243042
6561,,,,,,,,,8.399800295218888
6562,,,,,,,,,10.114850360414929
6563,,,,,,,,,9.076729088826374
6564,,,,,,,,,10.028851235832985
6565,,,,,,,,,9.025267169187256
6566,,,,,,,,,10.288501611425874
6567,,,,,,,,,9.47386149464228
6568,,,,,,,,,7.842160230364911
6569,,,,,,,,,8.488906072211575
6570,,,,,,,,,9.010781143692222
6571,,,,,,,,,9.916638479221378
6572,,,,,,,,,9.715098237145108
6573,,,,,,,,,9.304766957832838
6574,,,,,,,,,8.880865520982208
6575,,,,,,,,,9.41934920707886
6576,,,,,,,,,9.989634161323924
6577,,,,,,,,,9.24158220533533
6578,,,,,,,,,9.207485430994153
6579,,,,,,,,,8.000489165068522
6580,,,,,,,,,9.654145741608756
6581,,,,,,,,,8.34438659304642
6582,,,,,,,,,8.974801652449601
6583,,,,,,,,,9.039460395362056
6584,,,,,,,,,9.72078707485529
6585,,,,,,,,,8.32432651319685
6586,,,,,,,,,10.811802488283696
6587,,,,,,,,,10.109912711305412
6588,,,,,,,,,9.22438038778441
6589,,,,,,,,,9.202911210029397
6590,,,,,,,,,10.710382627085048
6591,,,,,,,,,9.602151692221634
6592,,,,,,,,,9.54187166093742
6593,,,,,,,,,9.825839354665275
6594,,,,,,,,,8.834096672057996
6595,,,,,,,,,9.059536370340654
6596,,,,,,,,,10.52492459061847
6597,,,,,,,,,9.75802113333278
6598,,,,,,,,,8.644026687571841
6599,,,,,,,,,8.71464892790175
6600,,,,,,,,,8.338434960602376
6601,,,,,,,,,9.822289193091748
6602,,,,,,,,,9.0999412700623
6603,,,,,,,,,8.198770681384602
6604,,,,,,,,,8.79764473985094
6605,,,,,,,,,9.555703134101936
6606,,,,,,,,,9.065601352089791
6607,,,,,,,,,10.125975153645538
6608,,,,,,,,,8.46379734762648
6609,,,,,,,,,8.713625167391653
6610,,,,,,,,,8.774781048721154
6611,,,,,,,,,8.503835447177554
6612,,,,,,,,,8.620892051855542
6613,,,,,,,,,8.64877289620786
6614,,,,,,,,,8.671675538756185
6615,,,,,,,,,9.963836457190792
6616,,,,,,,,,8.867415335521372
6617,,,,,,,,,7.869638473253349
6618,,,,,,,,,8.410097743000893
6619,,,,,,,,,10.805589255377322
6620,,,,,,,,,8.621344159242156
6621,,,,,,,,,8.848727977081863
6622,,,,,,,,,8.531427126310625
6623,,,,,,,,,8.519947982698111
6624,,,,,,,,,8.647592317021498
6625,,,,,,,,,8.167848140374028
6626,,,,,,,,,9.803313488939455
6627,,,,,,,,,7.806310498803125
6628,,,,,,,,,10.423953039022692
6629,,,,,,,,,8.298279512053552
6630,,,,,,,,,8.636606346632458
6631,,,,,,,,,9.766993595006005
6632,,,,,,,,,9.888591339051976
6633,,,,,,,,,10.479743319233144
6634,,,,,,,,,7.789810780686084
6635,,,,,,,,,10.09290897166993
6636,,,,,,,,,8.571879605293363
6637,,,,,,,,,7.998321419544233
6638,,,,,,,,,8.505761624068375
6639,,,,,,,,,8.388309735456646
6640,,,,,,,,,9.41040465889832
6641,,,,,,,,,9.133427633263883
6642,,,,,,,,,8.687581358490926
6643,,,,,,,,,9.032913865658694
6644,,,,,,,,,9.47949618330251
6645,,,,,,,,,8.43159625672075
6646,,,,,,,,,10.299189877867969
6647,,,,,,,,,7.866175644619223
6648,,,,,,,,,9.936291547571876
6649,,,,,,,,,10.026966285971408
6650,,,,,,,,,8.697886853178792
6651,,,,,,,,,8.579682928313657
6652,,,,,,,,,9.840603923418454
6653,,,,,,,,,8.645091340701823
6654,,,,,,,,,9.107733177268768
6655,,,,,,,,,10.770597168480691
6656,,,,,,,,,10.165506302375915
6657,,,,,,,,,9.129860730945657
6658,,,,,,,,,8.362784973518588
6659,,,,,,,,,9.671882148839222
6660,,,,,,,,,9.359011306265762
6661,,,,,,,,,10.094083960965778
6662,,,,,,,,,8.367096925556778
6663,,,,,,,,,8.146757781485869
6664,,,,,,,,,8.815405442385574
6665,,,,,,,,,8.708326112364297
6666,,,,,,,,,9.770238389381154
6667,,,,,,,,,10.070092361089484
6668,,,,,,,,,8.430359022244813
6669,,,,,,,,,9.030211540220389
6670,,,,,,,,,8.494684833962397
6671,,,,,,,,,9.498131126586085
6672,,,,,,,,,8.311934383303889
6673,,,,,,,,,8.779853346545144
6674,,,,,,,,,8.809096803359651
6675,,,,,,,,,8.725841360427115
6676,,,,,,,,,9.211357028505269
6677,,,,,,,,,7.876968458482011
6678,,,,,,,,,10.045520626559604
6679,,,,,,,,,8.114144911121986
6680,,,,,,,,,9.72570807066448
6681,,,,,,,,,8.936419913931552
6682,,,,,,,,,8.562517146938465
6683,,,,,,,,,8.637418024989202
6684,,,,,,,,,9.661595026935323
6685,,,,,,,,,8.54243449112254
6686,,,,,,,,,8.958059888894084
6687,,,,,,,,,8.516680130017495
6688,,,,,,,,,8.130353665522827
6689,,,,,,,,,9.51111392158513
6690,,,,,,,,,10.306305253944656
6691,,,,,,,,,8.197731143575325
6692,,,,,,,,,9.092004044862922
6693,,,,,,,,,8.712901652154322
6694,,,,,,,,,9.400513462825243
6695,,,,,,,,,10.096076961748514
6696,,,,,,,,,8.303982227103946
6697,,,,,,,,,9.55182678171346
6698,,,,,,,,,8.502131113159967
6699,,,,,,,,,9.118717118868998
6700,,,,,,,,,9.877975936412351
6701,,,,,,,,,8.929109975658587
6702,,,,,,,,,10.434698781651418
6703,,,,,,,,,8.545666434981074
6704,,,,,,,,,10.352993956035622
6705,,,,,,,,,8.380989892967937
6706,,,,,,,,,10.150713534082424
6707,,,,,,,,,8.465965371627739
6708,,,,,,,,,8.195960855820019
6709,,,,,,,,,8.586134635946452
6710,,,,,,,,,9.920390484223391
6711,,,,,,,,,8.531569230219494
6712,,,,,,,,,10.275709831942253
6713,,,,,,,,,9.08301212436128
6714,,,,,,,,,8.1281480606109
6715,,,,,,,,,9.010672836860188
6716,,,,,,,,,8.338561419624481
6717,,,,,,,,,8.335146373485822
6718,,,,,,,,,9.024415218094122
6719,,,,,,,,,8.653410290241133
6720,,,,,,,,,8.286810532359434
6721,,,,,,,,,8.580628595309843
6722,,,,,,,,,8.47035815632855
6723,,,,,,,,,7.89084712274761
6724,,,,,,,,,9.033608096633726
6725,,,,,,,,,8.286810532359434
6726,,,,,,,,,10.261735864475442
6727,,,,,,,,,9.544236400578075
6728,,,,,,,,,9.343310770365225
6729,,,,,,,,,9.11338996111079
6730,,,,,,,,,8.278108635939128
6731,,,,,,,,,9.371009497539372
6732,,,,,,,,,8.941800950472278
6733,,,,,,,,,9.775774084228482
6734,,,,,,,,,9.03871765575096
6735,,,,,,,,,8.49668835466898
6736,,,,,,,,,8.46981351828666
6737,,,,,,,,,8.606126931717855
6738,,,,,,,,,8.880190355317918
6739,,,,,,,,,10.264295903280322
6740,,,,,,,,,8.735209232319892
6741,,,,,,,,,8.90421176529234
6742,,,,,,,,,9.4843675406923
6743,,,,,,,,,9.95199617318152
6744,,,,,,,,,9.277836336802023
6745,,,,,,,,,10.144342742634295
6746,,,,,,,,,8.219183059276817
6747,,,,,,,,,10.37635436096545
6748,,,,,,,,,9.74427937652576
6749,,,,,,,,,9.017371804687116
6750,,,,,,,,,9.084107940421754
6751,,,,,,,,,8.715018943976258
6752,,,,,,,,,10.214280643742876
6753,,,,,,,,,10.21292190291244
6754,,,,,,,,,9.086871438173768
6755,,,,,,,,,8.096481489640412
6756,,,,,,,,,8.705483759258847
6757,,,,,,,,,10.22539181991549
6758,,,,,,,,,9.827352467167252
6759,,,,,,,,,9.373468860819203
6760,,,,,,,,,8.494161321356744
6761,,,,,,,,,9.782910177109216
6762,,,,,,,,,9.118844054461114
6763,,,,,,,,,10.731631233862416
6764,,,,,,,,,8.949101534388152
6765,,,,,,,,,8.957408742902727
6766,,,,,,,,,9.001669930037144
6767,,,,,,,,,8.828981379317211
6768,,,,,,,,,8.731275363401682
6769,,,,,,,,,8.73658593777657
6770,,,,,,,,,10.11581182882468
6771,,,,,,,,,10.12199983371912
6772,,,,,,,,,8.17622560091932
6773,,,,,,,,,8.236181718760736
6774,,,,,,,,,9.8062740059124
6775,,,,,,,,,9.275383130222624
6776,,,,,,,,,10.048446785282266
6777,,,,,,,,,8.505037490717154
6778,,,,,,,,,8.765492860428116
6779,,,,,,,,,9.46086702682282
6780,,,,,,,,,10.234717353096356
6781,,,,,,,,,8.768094526787154
6782,,,,,,,,,10.150973076837936
6783,,,,,,,,,10.457103754766148
6784,,,,,,,,,9.94182422646489
6785,,,,,,,,,9.089596609867426
6786,,,,,,,,,8.66034435227694
6787,,,,,,,,,9.122237278781258
6788,,,,,,,,,9.976574558892183
6789,,,,,,,,,9.223311509469635
6790,,,,,,,,,9.512711846217774
6791,,,,,,,,,8.620884913833606
6792,,,,,,,,,8.521035843136236
6793,,,,,,,,,10.346752289150023
6794,,,,,,,,,8.483084634091977
6795,,,,,,,,,9.78159007024618
6796,,,,,,,,,8.456146856831994
6797,,,,,,,,,9.57392475507772
6798,,,,,,,,,10.317797565692238
6799,,,,,,,,,8.652493996634094
6800,,,,,,,,,8.356332575019499
6801,,,,,,,,,9.209142946245706
6802,,,,,,,,,9.37879417474166
6803,,,,,,,,,8.454926984142471
6804,,,,,,,,,10.416961549683144
6805,,,,,,,,,8.940217564310746
6806,,,,,,,,,8.18844282593201
6807,,,,,,,,,8.818223976081432
6808,,,,,,,,,10.024866661057583
6809,,,,,,,,,10.074387510642213
6810,,,,,,,,,10.109912711305412
6811,,,,,,,,,8.972129500692448
6812,,,,,,,,,9.329083995893328
6813,,,,,,,,,9.306866627570551
6814,,,,,,,,,8.639154566952417
6815,,,,,,,,,8.601532737882538
6816,,,,,,,,,8.303997959058105
6817,,,,,,,,,9.814686599769775
6818,,,,,,,,,10.308354389239229
6819,,,,,,,,,9.045345070257056
6820,,,,,,,,,9.749477171754153
6821,,,,,,,,,10.098305586814972
6822,,,,,,,,,9.659081785803668
6823,,,,,,,,,10.646302141863249
6824,,,,,,,,,8.922382075531772
6825,,,,,,,,,9.361518983895628
6826,,,,,,,,,8.130353665522827
6827,,,,,,,,,8.650949125932952
6828,,,,,,,,,7.981040328561319
6829,,,,,,,,,10.493120969921003
6830,,,,,,,,,8.774368207332133
6831,,,,,,,,,9.7910977898596
6832,,,,,,,,,8.848751464702797
6833,,,,,,,,,9.044999407748222
6834,,,,,,,,,9.345407015313423
6835,,,,,,,,,9.72588715697509
6836,,,,,,,,,8.27490451131382
6837,,,,,,,,,8.265606346381096
6838,,,,,,,,,10.733544836123995
6839,,,,,,,,,9.708322952368349
6840,,,,,,,,,8.644822743083953
6841,,,,,,,,,8.479066319315422
6842,,,,,,,,,10.486503273395678
6843,,,,,,,,,8.90259888822656
6844,,,,,,,,,8.547615383526873
6845,,,,,,,,,9.848499041812127
6846,,,,,,,,,7.880899452342223
6847,,,,,,,,,8.41110639515278
6848,,,,,,,,,8.814153202950568
6849,,,,,,,,,9.13997892957534
6850,,,,,,,,,9.537878348544824
6851,,,,,,,,,9.168969842508869
6852,,,,,,,,,8.746642796200879
6853,,,,,,,,,8.47886627462646
6854,,,,,,,,,8.681298455186349
6855,,,,,,,,,9.728724729728643
6856,,,,,,,,,9.097168324433635
6857,,,,,,,,,8.064568016751581
6858,,,,,,,,,9.812228470291922
6859,,,,,,,,,8.804223059877238
6860,,,,,,,,,9.616523792651863
6861,,,,,,,,,9.907261007717116
6862,,,,,,,,,8.75096073237469
6863,,,,,,,,,9.233906261206746
6864,,,,,,,,,10.201330132126513
6865,,,,,,,,,10.079892652322368
6866,,,,,,,,,9.663470047435029
6867,,,,,,,,,8.408948076381128
6868,,,,,,,,,8.77183988476905
6869,,,,,,,,,8.662357349840946
6870,,,,,,,,,9.039298989337604
6871,,,,,,,,,8.434704781673158
6872,,,,,,,,,9.174915532104402
6873,,,,,,,,,7.935363640360824
6874,,,,,,,,,10.26478246490456
6875,,,,,,,,,9.89402773693392
6876,,,,,,,,,10.102396394278298
6877,,,,,,,,,8.504482731046922
6878,,,,,,,,,9.996153905975858
6879,,,,,,,,,9.676367684583816
6880,,,,,,,,,8.018592778410886
6881,,,,,,,,,8.921421842713983
6882,,,,,,,,,8.219973447947652
6883,,,,,,,,,8.779853346545144
6884,,,,,,,,,8.826401753577587
6885,,,,,,,,,9.039723062358828
6886,,,,,,,,,9.232248673624316
6887,,,,,,,,,9.332580203405064
6888,,,,,,,,,8.665211383506108
6889,,,,,,,,,8.842049791036365
6890,,,,,,,,,8.850096635422307
6891,,,,,,,,,10.168692416277857
6892,,,,,,,,,8.549572861081577
6893,,,,,,,,,8.496418996691872
6894,,,,,,,,,9.092255186942124
6895,,,,,,,,,8.75890427869851
6896,,,,,,,,,8.841573199156507
6897,,,,,,,,,9.211291399616467
6898,,,,,,,,,8.739182058215496
6899,,,,,,,,,8.729603949823492
6900,,,,,,,,,7.995893120681694
6901,,,,,,,,,9.317407157742862
6902,,,,,,,,,8.165377273185383
6903,,,,,,,,,8.548615981223657
6904,,,,,,,,,8.592177033502988
6905,,,,,,,,,8.543254743878986
6906,,,,,,,,,8.866954774975316
6907,,,,,,,,,10.195205446483168
6908,,,,,,,,,8.341624799123647
6909,,,,,,,,,8.940217564310746
6910,,,,,,,,,9.39149008436936
6911,,,,,,,,,8.562517146938465
6912,,,,,,,,,8.0292540714608
6913,,,,,,,,,8.731160959787251
6914,,,,,,,,,8.532417470733025
6915,,,,,,,,,9.55027277105789
6916,,,,,,,,,8.428896334763285
6917,,,,,,,,,9.216599398508205
6918,,,,,,,,,9.105477909478092
6919,,,,,,,,,9.333257978807856
6920,,,,,,,,,9.236613654528952
6921,,,,,,,,,9.597866537814564
6922,,,,,,,,,8.739577339251277
6923,,,,,,,,,8.698917388805516
6924,,,,,,,,,10.661746016467632
6925,,,,,,,,,7.892800766653983
6926,,,,,,,,,9.088530064137297
6927,,,,,,,,,9.898684570511453
6928,,,,,,,,,8.369580785057416
6929,,,,,,,,,9.686526782800971
6930,,,,,,,,,8.721856951550889
6931,,,,,,,,,8.519582026814824
6932,,,,,,,,,9.188441905512958
6933,,,,,,,,,8.399341134443308
6934,,,,,,,,,8.201633503048901
6935,,,,,,,,,8.869501847324264
6936,,,,,,,,,9.558399433297833
6937,,,,,,,,,9.983327544314944
6938,,,,,,,,,8.630122637129958
6939,,,,,,,,,9.316890069928483
6940,,,,,,,,,10.45832681275423
6941,,,,,,,,,10.21170686306832
6942,,,,,,,,,8.150283597801915
6943,,,,,,,,,10.275825116497066
6944,,,,,,,,,8.910279169792664
6945,,,,,,,,,7.990597600237469
6946,,,,,,,,,7.9998927671746225
6947,,,,,,,,,8.905136724314218
6948,,,,,,,,,9.850197625604425
6949,,,,,,,,,9.385952869317018
6950,,,,,,,,,9.136096413601509
6951,,,,,,,,,9.88048302266889
6952,,,,,,,,,8.997621715386007
6953,,,,,,,,,8.35375930978704
6954,,,,,,,,,8.568161609806584
6955,,,,,,,,,8.608855313247194
6956,,,,,,,,,8.532156913126736
6957,,,,,,,,,10.638814463002166
6958,,,,,,,,,8.897889294203269
6959,,,,,,,,,8.779114649181441
6960,,,,,,,,,7.990597600237469
6961,,,,,,,,,8.933797285436105
6962,,,,,,,,,9.341654059652448
6963,,,,,,,,,10.434463025868723
6964,,,,,,,,,9.174419378333315
6965,,,,,,,,,9.024930744256912
6966,,,,,,,,,8.116206836995307
6967,,,,,,,,,9.081736104962786
6968,,,,,,,,,8.098765657576187
6969,,,,,,,,,8.116206836995307
6970,,,,,,,,,10.7857873092149
6971,,,,,,,,,8.534287872691293
6972,,,,,,,,,9.116469653147744
6973,,,,,,,,,8.745273547615112
6974,,,,,,,,,9.279008823755037
6975,,,,,,,,,8.279156278787747
6976,,,,,,,,,9.72588715697509
6977,,,,,,,,,9.097944302252234
6978,,,,,,,,,9.409133689075828
6979,,,,,,,,,9.949697694288393
6980,,,,,,,,,10.61770888053104
6981,,,,,,,,,9.164978475754925
6982,,,,,,,,,10.305868365772035
6983,,,,,,,,,8.654110389916967
6984,,,,,,,,,9.971274555133542
6985,,,,,,,,,9.778388214944243
6986,,,,,,,,,8.75248475236939
6987,,,,,,,,,8.847422464301346
6988,,,,,,,,,8.636545163091606
6989,,,,,,,,,9.36140884563481
6990,,,,,,,,,8.180202024874916
6991,,,,,,,,,8.294236080128673
6992,,,,,,,,,8.422661307584956
6993,,,,,,,,,9.681828970442634
6994,,,,,,,,,8.41566839097622
6995,,,,,,,,,8.792802441218182
6996,,,,,,,,,10.107867958585317
6997,,,,,,,,,8.843297231694438
6998,,,,,,,,,8.259244495206216
6999,,,,,,,,,8.655847077976787
7000,,,,,,,,,10.267065784979934
7001,,,,,,,,,8.357899036909195
7002,,,,,,,,,8.905833399767737
7003,,,,,,,,,9.164287976607172
7004,,,,,,,,,9.019346131121871
7005,,,,,,,,,8.606126931717855
7006,,,,,,,,,9.295653321233177
7007,,,,,,,,,9.597866537814564
7008,,,,,,,,,9.136328496270766
7009,,,,,,,,,9.20285449957031
7010,,,,,,,,,8.852135043034982
7011,,,,,,,,,9.386159091302586
7012,,,,,,,,,9.371086739065714
7013,,,,,,,,,9.178455514142904
7014,,,,,,,,,8.47070509745465
7015,,,,,,,,,9.118145990537464
7016,,,,,,,,,7.966030287605766
7017,,,,,,,,,9.963423526897447
7018,,,,,,,,,8.73745859321934
7019,,,,,,,,,9.384762752335485
7020,,,,,,,,,8.66757316742617
7021,,,,,,,,,8.54851022509307
7022,,,,,,,,,8.338561419624481
7023,,,,,,,,,9.650787305091043
7024,,,,,,,,,8.5785032728069
7025,,,,,,,,,9.182329536558946
7026,,,,,,,,,9.656760965634076
7027,,,,,,,,,9.706793556515686
7028,,,,,,,,,9.297339620844888
7029,,,,,,,,,9.614026718835492
7030,,,,,,,,,8.880675924177165
7031,,,,,,,,,8.731326144715558
7032,,,,,,,,,10.190424052160704
7033,,,,,,,,,8.962857518334824
7034,,,,,,,,,9.44821246247208
7035,,,,,,,,,9.234830605815732
7036,,,,,,,,,8.273201132466719
7037,,,,,,,,,9.206958603515858
7038,,,,,,,,,9.80041881372302
7039,,,,,,,,,10.307148249887272
7040,,,,,,,,,9.21852747657056
7041,,,,,,,,,8.918503924695377
7042,,,,,,,,,8.227970908731944
7043,,,,,,,,,9.90872707062603
7044,,,,,,,,,8.823438439429982
7045,,,,,,,,,9.904666204687096
7046,,,,,,,,,9.062413549044251
7047,,,,,,,,,9.21568632160951
7048,,,,,,,,,8.893990629283287
7049,,,,,,,,,8.39192589420942
7050,,,,,,,,,9.423941305891647
7051,,,,,,,,,8.54932964655712
7052,,,,,,,,,8.88872059755759
7053,,,,,,,,,9.024500898252816
7054,,,,,,,,,8.79718582227316
7055,,,,,,,,,9.136264273783496
7056,,,,,,,,,8.87879808413011
7057,,,,,,,,,8.860058058812998
7058,,,,,,,,,8.55815909237942
7059,,,,,,,,,8.514402160849384
7060,,,,,,,,,8.532156913126736
7061,,,,,,,,,9.542682212823062
7062,,,,,,,,,9.734366391819762
7063,,,,,,,,,8.553454136046556
7064,,,,,,,,,8.22134467532442
7065,,,,,,,,,8.795221331527081
7066,,,,,,,,,7.920265426757501
7067,,,,,,,,,9.994335829015746
7068,,,,,,,,,10.065069592507411
7069,,,,,,,,,8.131360299010328
7070,,,,,,,,,10.56600563536381
7071,,,,,,,,,8.133054157148276
7072,,,,,,,,,8.977633836343312
7073,,,,,,,,,10.169407581301956
7074,,,,,,,,,9.085868874359472
7075,,,,,,,,,10.107677331086322
7076,,,,,,,,,8.579385256636577
7077,,,,,,,,,9.048130714560134
7078,,,,,,,,,9.041145373276615
7079,,,,,,,,,9.124369939347106
7080,,,,,,,,,8.241830530853788
7081,,,,,,,,,10.393507565329074
7082,,,,,,,,,9.88068308408686
7083,,,,,,,,,8.839059247396152
7084,,,,,,,,,10.582312251541245
7085,,,,,,,,,8.847422464301346
7086,,,,,,,,,8.765086580964596
7087,,,,,,,,,10.17789447353942
7088,,,,,,,,,9.411197970857206
7089,,,,,,,,,9.761823295720436
7090,,,,,,,,,8.486402855107762
7091,,,,,,,,,7.947711103664324
7092,,,,,,,,,10.183038287399564
7093,,,,,,,,,8.497331392349139
7094,,,,,,,,,9.241743632871303
7095,,,,,,,,,9.133163482052334
7096,,,,,,,,,8.650674390471007
7097,,,,,,,,,8.583893484338963
7098,,,,,,,,,9.181808522271083
7099,,,,,,,,,8.518934593400447
7100,,,,,,,,,8.547615383526873
7101,,,,,,,,,8.230069301226028
7102,,,,,,,,,8.28843948912609
7103,,,,,,,,,9.908337581374695
7104,,,,,,,,,9.314318687495144
7105,,,,,,,,,9.163103176734705
7106,,,,,,,,,8.367771986281287
7107,,,,,,,,,10.185812480735327
7108,,,,,,,,,10.44367838570512
7109,,,,,,,,,8.193420474169802
7110,,,,,,,,,8.343446156862202
7111,,,,,,,,,8.705708820288365
7112,,,,,,,,,8.279403295216483
7113,,,,,,,,,8.335639146309562
7114,,,,,,,,,8.362784973518588
7115,,,,,,,,,10.002696538381413
7116,,,,,,,,,10.508121191515366
7117,,,,,,,,,9.32814123354913
7118,,,,,,,,,10.393715900616428
7119,,,,,,,,,8.783774938925102
7120,,,,,,,,,10.03922722696939
7121,,,,,,,,,9.442008689961074
7122,,,,,,,,,10.306315243870593
7123,,,,,,,,,8.77346028975054
7124,,,,,,,,,8.515285276551506
7125,,,,,,,,,8.377098904328433
7126,,,,,,,,,9.450060028502593
7127,,,,,,,,,9.2086968140354
7128,,,,,,,,,8.698775391124022
7129,,,,,,,,,10.333847828826418
7130,,,,,,,,,8.681208359374047
7131,,,,,,,,,8.166875674024283
7132,,,,,,,,,9.89765639556634
7133,,,,,,,,,8.653410290241133
7134,,,,,,,,,8.429092219184433
7135,,,,,,,,,8.70324549334845
7136,,,,,,,,,9.09165303401395
7137,,,,,,,,,8.751629881204362
7138,,,,,,,,,9.000935049494364
7139,,,,,,,,,9.769960909733364
7140,,,,,,,,,8.64334642340494
7141,,,,,,,,,10.15392002005293
7142,,,,,,,,,10.221346082857035
7143,,,,,,,,,9.01074899542831
7144,,,,,,,,,8.81430058485329
7145,,,,,,,,,9.414593070157997
7146,,,,,,,,,8.694230968085321
7147,,,,,,,,,8.666973668831925
7148,,,,,,,,,10.070064818293258
7149,,,,,,,,,8.99119252117565
7150,,,,,,,,,9.15566880979358
7151,,,,,,,,,8.969483730008621
7152,,,,,,,,,9.685595679281626
7153,,,,,,,,,8.514522193057559
7154,,,,,,,,,8.384648513349338
7155,,,,,,,,,10.157726240122969
7156,,,,,,,,,8.72220554440691
7157,,,,,,,,,10.00504413000817
7158,,,,,,,,,9.88611317744729
7159,,,,,,,,,9.237424258505836
7160,,,,,,,,,10.269224254855056
7161,,,,,,,,,10.50253448845843
7162,,,,,,,,,8.869446473661583
7163,,,,,,,,,10.736763171603714
7164,,,,,,,,,9.28530672064099
7165,,,,,,,,,8.252922475991166
7166,,,,,,,,,8.529995282634957
7167,,,,,,,,,9.058771966069108
7168,,,,,,,,,10.006891073747918
7169,,,,,,,,,8.652530830212553
7170,,,,,,,,,9.28083535349437
7171,,,,,,,,,9.182329536558946
7172,,,,,,,,,9.380826566328835
7173,,,,,,,,,9.923696188658775
7174,,,,,,,,,8.109989559949573
7175,,,,,,,,,8.528424328079888
7176,,,,,,,,,8.299555603310349
7177,,,,,,,,,9.330648395561845
7178,,,,,,,,,9.279034893097684
7179,,,,,,,,,9.150195134340596
7180,,,,,,,,,8.468215411228606
7181,,,,,,,,,9.508906582071027
7182,,,,,,,,,8.577394870137079
7183,,,,,,,,,9.738430297709526
7184,,,,,,,,,10.078163589206758
7185,,,,,,,,,7.922470245910793
7186,,,,,,,,,9.204719159533992
7187,,,,,,,,,8.730098338499458
7188,,,,,,,,,8.70805943951192
7189,,,,,,,,,9.753814899000302
7190,,,,,,,,,8.751788770810363
7191,,,,,,,,,9.57972071461342
7192,,,,,,,,,10.373996087285311
7193,,,,,,,,,8.605036482330542
7194,,,,,,,,,8.83228400554197
7195,,,,,,,,,9.166954605103111
7196,,,,,,,,,8.811045004277787
7197,,,,,,,,,8.825270076980948
7198,,,,,,,,,8.401887023224889
7199,,,,,,,,,9.933093597649377
7200,,,,,,,,,9.667671565564406
7201,,,,,,,,,10.248354975581757
7202,,,,,,,,,8.898425017884973
7203,,,,,,,,,8.563576698737602
7204,,,,,,,,,10.393148843926664
7205,,,,,,,,,9.373468860819203
7206,,,,,,,,,8.02023953831615
7207,,,,,,,,,9.238086695174804
7208,,,,,,,,,8.47250638861419
7209,,,,,,,,,8.3387223919379
7210,,,,,,,,,9.644940969773842
7211,,,,,,,,,8.608077140443218
7212,,,,,,,,,8.814153202950568
7213,,,,,,,,,9.157271637617471
7214,,,,,,,,,9.12824205726348
7215,,,,,,,,,8.537408182858108
7216,,,,,,,,,9.055662963985116
7217,,,,,,,,,7.972990967625276
7218,,,,,,,,,8.085317050406239
7219,,,,,,,,,10.403167751587407
7220,,,,,,,,,9.137209529033353
7221,,,,,,,,,10.863108750570554
7222,,,,,,,,,9.029759533917172
7223,,,,,,,,,9.781401162132743
7224,,,,,,,,,8.448032323937346
7225,,,,,,,,,10.26484597408672
7226,,,,,,,,,8.550050368455082
7227,,,,,,,,,9.180106321963
7228,,,,,,,,,8.469201582781295
7229,,,,,,,,,9.925193121264185
7230,,,,,,,,,8.570419734789427
7231,,,,,,,,,8.311022197609796
7232,,,,,,,,,9.884855910211607
7233,,,,,,,,,8.641510372500642
7234,,,,,,,,,8.690310244117526
7235,,,,,,,,,8.750615046171653
7236,,,,,,,,,8.052325580652852
7237,,,,,,,,,8.11659697356783
7238,,,,,,,,,10.417944853537508
7239,,,,,,,,,10.59149739342369
7240,,,,,,,,,8.039950135011697
7241,,,,,,,,,9.069045608499351
7242,,,,,,,,,10.546357063924267
7243,,,,,,,,,9.958402270319732
7244,,,,,,,,,9.507060213456072
7245,,,,,,,,,10.136029864594637
7246,,,,,,,,,10.693858027399855
7247,,,,,,,,,8.453541579665538
7248,,,,,,,,,9.999181999769087
7249,,,,,,,,,8.085038327805709
7250,,,,,,,,,9.383762820175605
7251,,,,,,,,,8.651570902768697
7252,,,,,,,,,8.673148611409497
7253,,,,,,,,,9.25606806519088
7254,,,,,,,,,9.283272322117922
7255,,,,,,,,,8.203144744979536
7256,,,,,,,,,9.411197970857206
7257,,,,,,,,,8.778487766667984
7258,,,,,,,,,9.330117084025606
7259,,,,,,,,,10.156409394305289
7260,,,,,,,,,9.181433029039292
7261,,,,,,,,,8.668479089412676
7262,,,,,,,,,8.712531211668187
7263,,,,,,,,,9.289038912867426
7264,,,,,,,,,8.770059562366217
7265,,,,,,,,,9.740027346366388
